country,iso_code,year,month,continent,income_group,latitude,longitude,latitude_band,climate_zone,temp_anomaly_global,temp_anomaly_land,temp_anomaly_ocean,temp_anomaly_arctic,temp_max,temp_min,co2_emissions,co2_per_capita,co2_per_gdp,cumulative_co2,co2_concentration_ppm,methane_emissions,nitrous_oxide,total_ghg,land_use_change_co2,sea_ice_extent_arctic,sea_ice_extent_antarc,sea_surface_temp_anom,nino34_index,ocean_heat_content,precipitation_anomaly,drought_index_pdsi,spi_3month,primary_energy_twh,share_renewables_pct,share_coal_pct,co2_per_kwh,electricity_demand_twh,renewable_capacity_gw,oil_production,population_millions,gdp_per_capita_usd,population_density,urbanization_rate,forest_cover_pct,industrial_share_gdp,agriculture_share_gdp,vehicle_ownership,radiative_forcing,temp_change_from_co2,climate_risk_score,warming_category,renewable_transition_stage,emission_intensity_level
Egypt,EGY,2016,2,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.17,1.52,1.13,2.67,31.8,18.2,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,13.58,10.85,0.92,2.23,29.6,-2.9,-0.61,0.06,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,102.0,3.534,0.73,40.3,High,Medium,High
Egypt,EGY,2016,3,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.12,1.51,0.95,2.48,25.5,12.8,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,14.24,10.03,0.83,2.24,29.6,30.6,-0.66,0.25,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,100.0,3.534,0.73,40.3,High,Medium,High
Egypt,EGY,2016,4,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.18,1.59,1.06,2.67,17.5,3.6,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,13.58,11.75,0.82,2.3,29.6,3.2,-0.28,-0.0,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,115.0,3.534,0.73,38.9,High,Medium,High
Egypt,EGY,2016,5,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.18,1.62,0.99,2.71,9.6,0.3,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,11.78,11.45,0.81,2.14,29.6,35.2,0.27,0.37,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,99.0,3.534,0.73,39.1,High,Medium,High
Egypt,EGY,2016,6,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.2,1.6,1.03,2.66,6.8,-5.8,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,9.32,12.86,0.89,2.55,29.6,0.0,-1.07,-0.31,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,109.0,3.534,0.73,43.3,Extreme,Medium,High
Egypt,EGY,2016,7,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.18,1.57,1.0,2.76,3.6,-9.4,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,6.87,13.45,0.88,2.54,29.6,32.7,0.13,0.39,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,91.0,3.534,0.73,41.8,High,Medium,High
Egypt,EGY,2016,8,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.19,1.59,1.08,2.38,8.3,-6.1,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,5.07,12.84,0.84,2.19,29.6,42.7,0.25,0.67,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,101.0,3.534,0.73,50.7,High,Medium,High
Egypt,EGY,2016,9,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.17,1.56,0.97,2.43,9.7,-0.6,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,4.41,13.92,0.77,2.68,29.6,1.7,-0.24,-0.1,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,,3.534,0.73,52.3,High,Medium,High
Egypt,EGY,2016,10,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.13,1.48,0.95,2.42,15.7,6.8,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,5.07,13.54,0.79,1.94,29.6,40.6,-0.06,0.5,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,94.0,3.534,0.73,49.1,High,Medium,High
Egypt,EGY,2016,11,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.09,1.46,0.99,2.25,25.0,12.3,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,6.87,12.85,0.81,2.58,29.6,39.1,0.26,0.44,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,90.0,3.534,0.73,39.4,High,Medium,High
Egypt,EGY,2016,12,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.17,1.56,1.07,2.77,33.4,20.2,370.7,3.29,0.3707,6762.0,404,59.9,24.1,493.0,0.3,9.32,12.77,0.89,2.11,29.6,28.4,1.06,1.0,316.0,23.7,11.6,469.3,110.6,52.4,0.77,111.31,6233.0,111087.8,54.6,0,35,14,99.0,3.534,0.73,38.4,High,Medium,High
Egypt,EGY,2017,1,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.84,1.27,0.74,1.87,32.1,21.3,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,11.88,11.67,0.65,-1.24,30.64,17.9,1.18,0.43,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,112.0,3.593,0.66,28.0,Elevated,Medium,High
Egypt,EGY,2017,2,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.75,1.07,0.59,1.49,30.7,21.0,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,13.66,11.2,0.47,-0.38,30.64,-7.1,-0.95,-0.41,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,106.0,3.593,0.66,29.6,Elevated,Medium,High
Egypt,EGY,2017,3,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.84,1.2,0.7,1.66,27.8,13.8,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,14.32,10.24,0.63,-0.68,30.64,-3.4,-1.04,0.2,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,108.0,3.593,0.66,32.5,Elevated,Medium,High
Egypt,EGY,2017,4,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.87,1.22,0.74,2.14,17.3,8.0,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,13.66,11.35,0.68,-1.01,30.64,34.7,0.7,0.34,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,106.0,3.593,0.66,29.7,Elevated,Medium,High
Egypt,EGY,2017,5,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.83,1.22,0.7,1.83,10.8,-3.3,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,11.88,11.57,0.48,-0.32,30.64,-7.6,-0.18,0.26,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,109.0,3.593,0.66,28.1,Elevated,Medium,High
Egypt,EGY,2017,6,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.92,1.3,0.73,2.04,6.5,-4.9,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,9.44,13.2,0.59,-0.72,30.64,12.1,0.4,0.19,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,103.0,3.593,0.66,30.1,High,Medium,High
Egypt,EGY,2017,7,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.91,1.24,0.78,1.42,6.6,-6.7,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,7.0,13.52,0.57,-0.45,30.64,38.5,0.44,1.36,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,124.0,3.593,0.66,33.4,High,Medium,High
Egypt,EGY,2017,8,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.84,1.24,0.77,1.5,5.2,-5.3,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,5.21,13.17,0.68,-0.85,30.64,48.7,0.38,0.76,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,96.0,3.593,0.66,39.8,Elevated,Medium,High
Egypt,EGY,2017,9,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.86,1.3,0.71,1.62,9.5,0.5,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,4.56,14.08,0.6,-0.62,30.64,-39.7,-0.55,-0.06,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,101.0,3.593,0.66,45.7,Elevated,Medium,High
Egypt,EGY,2017,10,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.93,1.28,0.78,2.07,18.0,5.8,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,5.21,12.34,0.65,-0.52,30.64,6.4,0.11,-0.05,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,110.0,3.593,0.66,40.5,High,Medium,High
Egypt,EGY,2017,11,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.93,1.32,0.8,1.75,25.4,14.7,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,7.0,12.96,0.71,-0.12,30.64,34.1,-0.13,0.04,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,101.0,3.593,0.66,34.4,High,Medium,High
Egypt,EGY,2017,12,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.94,1.36,0.79,2.14,32.1,20.4,375.1,3.28,0.3751,7137.0,406,67.1,21.0,524.8,-0.9,9.44,12.32,0.61,-0.51,30.64,3.4,-0.96,-0.11,285.8,24.1,13.8,525.0,100.0,48.2,0.76,113.32,6567.0,113093.8,53.2,0,35,14,104.0,3.593,0.66,35.1,High,Medium,High
Egypt,EGY,2018,1,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.86,1.28,0.74,2.05,33.6,20.2,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,11.67,11.6,0.58,0.2,31.82,-18.1,-0.33,-0.0,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,117.0,3.652,0.61,30.3,Elevated,Medium,High
Egypt,EGY,2018,2,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.92,1.29,0.78,2.11,30.3,20.4,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,13.46,12.07,0.62,0.75,31.82,-8.3,-0.01,0.25,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,,3.652,0.61,30.0,High,Medium,High
Egypt,EGY,2018,3,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.92,1.31,0.78,2.0,25.4,14.6,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,14.12,11.32,0.72,0.63,31.82,2.9,-0.14,-0.29,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,,3.652,0.61,30.4,High,Medium,High
Egypt,EGY,2018,4,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.85,1.19,0.73,1.81,18.4,7.4,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,13.46,11.03,0.64,0.55,31.82,-5.4,-0.47,-0.03,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,111.0,3.652,0.61,30.1,Elevated,Medium,High
Egypt,EGY,2018,5,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.91,1.26,0.73,1.82,11.2,-2.9,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,11.67,12.14,0.56,0.72,31.82,-2.1,-1.15,-0.21,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,108.0,3.652,0.61,35.1,High,Medium,High
Egypt,EGY,2018,6,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.91,1.25,0.76,1.79,5.4,-7.6,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,9.21,12.67,0.61,0.56,31.82,14.9,0.22,-0.15,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,91.0,3.652,0.61,30.0,High,Medium,High
Egypt,EGY,2018,7,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.87,1.34,0.78,1.95,2.8,-7.3,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,6.76,11.88,0.67,0.42,31.82,87.9,1.39,0.92,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,117.0,3.652,0.61,35.6,Elevated,Medium,High
Egypt,EGY,2018,8,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.94,1.35,0.8,1.9,6.0,-5.0,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,4.96,14.1,0.69,1.12,31.82,10.6,0.35,0.41,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,101.0,3.652,0.61,42.1,High,Medium,High
Egypt,EGY,2018,9,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.9,1.23,0.72,2.16,9.1,0.8,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,4.3,14.11,0.57,1.14,31.82,23.2,0.23,-0.0,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,108.0,3.652,0.61,44.5,High,Medium,High
Egypt,EGY,2018,10,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.87,1.25,0.77,1.79,18.5,6.9,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,4.96,14.25,0.61,0.71,31.82,-12.6,-0.63,-0.07,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,100.0,3.652,0.61,43.2,Elevated,Medium,High
Egypt,EGY,2018,11,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.84,1.26,0.71,1.85,26.0,13.5,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,6.76,12.46,0.59,0.3,31.82,41.9,0.63,0.35,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,,3.652,0.61,32.5,Elevated,Medium,High
Egypt,EGY,2018,12,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.96,1.35,0.87,1.82,29.3,19.2,392.2,3.25,0.3922,7530.0,408,79.1,25.2,537.7,1.3,9.21,12.68,0.69,1.0,31.82,-6.3,-1.37,-0.17,329.3,25.2,11.5,476.4,115.3,58.1,0.78,115.35,6855.0,115119.8,54.1,0,35,14,104.0,3.652,0.61,37.9,High,Medium,High
Egypt,EGY,2019,1,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.95,1.31,0.81,1.8,33.1,21.0,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,11.57,11.41,0.66,0.38,33.14,78.5,1.35,1.1,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,113.0,3.711,0.71,34.3,High,Medium,High
Egypt,EGY,2019,2,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.05,1.49,0.93,2.19,31.6,19.5,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,13.38,10.98,0.74,-0.06,33.14,28.5,0.15,1.12,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,113.0,3.711,0.71,34.9,High,Medium,High
Egypt,EGY,2019,3,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.0,1.37,0.82,1.83,29.1,13.3,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,14.04,10.75,0.66,0.54,33.14,-46.9,-1.24,-0.62,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,99.0,3.711,0.71,40.5,High,Medium,High
Egypt,EGY,2019,4,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.04,1.4,0.9,2.07,19.6,8.0,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,13.38,11.24,0.76,0.85,33.14,-17.3,-0.66,-0.53,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,102.0,3.711,0.71,37.3,High,Medium,High
Egypt,EGY,2019,5,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.05,1.39,0.87,2.24,10.4,-1.7,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,11.57,11.49,0.66,0.74,33.14,-10.4,-0.61,-0.23,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,107.0,3.711,0.71,37.1,High,Medium,High
Egypt,EGY,2019,6,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.09,1.49,0.98,2.44,6.6,-8.6,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,9.1,13.01,0.83,0.65,33.14,25.2,0.73,0.26,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,99.0,3.711,0.71,35.9,High,Medium,High
Egypt,EGY,2019,7,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.02,1.43,0.83,2.24,4.9,-7.2,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,6.63,12.7,0.7,0.21,33.14,-44.2,-1.16,-0.44,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,115.0,3.711,0.71,44.4,High,Medium,High
Egypt,EGY,2019,8,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.1,1.48,0.97,2.27,3.7,-5.7,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,4.82,13.82,0.8,0.81,33.14,0.6,-0.92,-0.35,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,107.0,3.711,0.71,51.7,High,Medium,High
Egypt,EGY,2019,9,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.11,1.48,0.92,2.39,11.2,0.5,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,4.16,13.23,0.86,0.72,33.14,52.2,1.15,0.88,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,104.0,3.711,0.71,52.8,High,Medium,High
Egypt,EGY,2019,10,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.03,1.39,0.91,1.93,20.7,6.8,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,4.82,13.77,0.75,0.2,33.14,4.5,-0.8,0.21,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,106.0,3.711,0.71,49.2,High,Medium,High
Egypt,EGY,2019,11,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.95,1.33,0.85,1.88,25.6,13.0,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,6.63,12.89,0.75,0.31,33.14,-50.0,-1.45,-0.72,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,118.0,3.711,0.71,44.1,High,Medium,High
Egypt,EGY,2019,12,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.02,1.4,0.87,1.71,32.2,23.0,386.3,3.34,0.3863,7916.0,410,61.4,21.7,512.8,-1.9,9.1,12.2,0.67,0.53,33.14,-24.3,-2.15,-0.29,320.2,26.8,11.0,482.6,112.1,60.1,0.85,117.43,7177.0,117195.6,54.3,0,35,14,106.0,3.711,0.71,44.5,High,Medium,High
Egypt,EGY,2020,1,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.03,1.42,0.91,2.3,33.5,21.4,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,11.54,11.08,0.8,-0.43,34.16,-21.3,-0.33,-0.69,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,107.0,3.77,0.83,35.4,High,Medium,High
Egypt,EGY,2020,2,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.09,1.45,0.98,2.24,32.5,20.2,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,13.34,11.01,0.82,-0.5,34.16,16.5,-0.73,0.5,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,108.0,3.77,0.83,39.0,High,Medium,High
Egypt,EGY,2020,3,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.15,1.56,1.0,2.29,27.0,13.3,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,13.99,11.3,0.78,-0.48,34.16,36.0,-0.7,0.18,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,104.0,3.77,0.83,41.6,High,Medium,High
Egypt,EGY,2020,4,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.09,1.44,0.96,2.33,17.5,5.2,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,13.34,10.69,0.74,-0.31,34.16,28.1,0.21,0.39,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,105.0,3.77,0.83,35.9,High,Medium,High
Egypt,EGY,2020,5,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.2,1.63,1.06,2.31,11.1,-1.4,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,11.54,11.6,0.93,-0.04,34.16,25.7,0.22,0.26,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,109.0,3.77,0.83,39.1,Extreme,Medium,High
Egypt,EGY,2020,6,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.13,1.52,0.97,2.28,3.1,-4.1,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,9.08,12.68,0.75,-0.46,34.16,-65.5,-1.52,-0.22,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,110.0,3.77,0.83,46.5,High,Medium,High
Egypt,EGY,2020,7,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.06,1.46,0.9,2.58,1.7,-7.4,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,6.62,12.69,0.72,-0.92,34.16,-8.6,-0.41,-0.09,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,113.0,3.77,0.83,40.1,High,Medium,High
Egypt,EGY,2020,8,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.06,1.44,0.94,2.23,3.5,-7.0,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,4.82,13.18,0.79,-0.44,34.16,-26.5,-1.3,-0.85,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,111.0,3.77,0.83,53.5,High,Medium,High
Egypt,EGY,2020,9,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.08,1.44,0.91,2.27,7.7,0.7,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,4.17,13.92,0.77,-0.32,34.16,-45.5,-0.77,-0.38,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,102.0,3.77,0.83,55.3,High,Medium,High
Egypt,EGY,2020,10,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.13,1.54,1.0,2.06,19.2,5.7,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,4.82,14.17,0.84,-0.34,34.16,-40.1,-1.16,-0.08,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,107.0,3.77,0.83,55.6,High,Medium,High
Egypt,EGY,2020,11,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.09,1.41,0.97,2.65,24.9,12.0,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,6.62,13.66,0.88,-0.66,34.16,11.7,-0.39,0.54,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,110.0,3.77,0.83,41.0,High,Medium,High
Egypt,EGY,2020,12,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,1.04,1.41,0.92,2.29,30.4,19.7,400.5,3.12,0.4005,8316.0,412,66.5,24.9,541.4,1.1,9.08,13.62,0.78,-0.66,34.16,54.1,0.51,0.56,337.5,28.2,12.2,474.6,118.1,66.6,0.84,119.54,7496.0,119301.4,54.3,0,35,14,113.0,3.77,0.83,35.7,High,Medium,High
Egypt,EGY,2021,1,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.94,1.3,0.79,1.86,35.1,19.8,410.1,3.4,0.4101,8726.0,415,74.1,26.1,566.6,-1.0,11.32,11.39,0.63,-1.26,36.28,15.9,-0.37,0.4,350.4,27.7,12.9,468.2,122.6,67.9,0.83,121.7,7831.0,121457.1,54.8,0,35,14,97.0,3.829,0.71,32.9,High,Medium,High
Egypt,EGY,2021,2,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.84,1.27,0.68,1.67,31.3,17.6,410.1,3.4,0.4101,8726.0,415,74.1,26.1,566.6,-1.0,13.1,11.29,0.6,-1.46,36.28,-9.0,-0.17,-0.27,350.4,27.7,12.9,468.2,122.6,67.9,0.83,121.7,7831.0,121457.1,54.8,0,35,14,112.0,3.829,0.71,28.5,Elevated,Medium,High
Egypt,EGY,2021,3,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.98,1.33,0.88,1.87,23.5,14.4,410.1,3.4,0.4101,8726.0,415,74.1,26.1,566.6,-1.0,13.75,11.43,0.78,-0.69,36.28,17.5,-0.1,-0.27,350.4,27.7,12.9,468.2,122.6,67.9,0.83,121.7,7831.0,121457.1,54.8,0,35,14,107.0,3.829,0.71,32.8,High,Medium,High
Egypt,EGY,2021,4,Africa,Lower Middle,27.0,30.0,Subtropical,Dry,0.91,1.29,0.75,2.1,19.7,6.4,410.1,3.4,0.4101,8726.0,415,74.1,26.1,566.6,-1.0,13.1,11.4,0.67,-1.16,36.28,-43.4,-1.93,-0.48,350.4,27.7,12.9,468.2,122.6,67.9,0.83,121.7,7831.0,121457.1,54.8,0,35,14,112.0,3.829,0.71,41.1,High,Medium,High
